timestamp,temp,humidity,light,wind_speed,forecast_rain,forecast_rain_d0,forecast_rain_d1,forecast_rain_d2,soil_moist_shallow,soil_moist_deep,soil_moist_avg,soil_moist_diff,soil_moist_ratio,soil_moist_trend_1h,eto,etc,kc,depletion,depletion_ratio,depletion_shallow,depletion_deep,taw,raw,soil_moist_deficit,temp_x_humidity,solar_x_temp,soil_x_depletion,growth_stage,crop_type,soil_type,actual_irrigation_mm_next_24h,depletion_after_24h
2025-01-01 14:00:00,38.3,60.3,54012.0,4.7,1.7,0.2,0.5,0.0,50.1,53.4,51.8,-3.4,0.94,0.46,0.5,0.275,0.55,2.41,0.018,0.96,1.45,120,60.0,0,2309.5,2068.66,0.92,initial,rice,loam,0.0,0.0
2025-01-01 15:00:00,34.3,61.5,39964.0,4.1,0.9,0.4,1.0,0.0,49.2,51.2,50.2,-2.0,0.96,-0.28,0.5,0.275,0.55,2.69,0.02,1.07,1.61,120,60.0,0,2109.4,1370.77,1.01,initial,rice,loam,0.0,0.27
2025-01-01 16:00:00,32.8,71.4,26117.0,4.0,0.1,0.6,0.5,0.0,50.3,50.4,50.3,-0.1,1.0,0.2,0.4259,0.2342,0.55,2.92,0.022,1.17,1.75,120,60.0,0,2341.9,856.64,1.13,initial,rice,loam,0.0,0.5
2025-01-01 17:00:00,33.3,61.0,13952.0,3.7,0.5,0.1,0.9,0.0,53.2,49.7,51.5,3.4,1.07,-0.36,0.4147,0.2281,0.55,3.15,0.024,1.26,1.89,120,60.0,0,2031.3,464.6,1.25,initial,rice,loam,0.0,0.0
2025-01-01 18:00:00,31.7,56.6,47.0,1.8,1.4,0.2,0.4,0.0,48.3,52.9,50.6,-4.6,0.91,0.0,0.0336,0.0185,0.55,3.17,0.026,1.27,1.9,120,60.0,0,1794.2,1.49,1.33,initial,rice,loam,0.0,0.02
2025-01-01 19:00:00,32.0,42.0,50.0,1.3,0.4,0.3,0.9,0.0,51.9,52.6,52.2,-0.7,0.99,-0.33,0.044,0.0242,0.55,3.19,0.026,1.28,1.91,120,60.0,0,1344.0,1.6,1.38,initial,rice,loam,0.0,0.04
2025-01-01 20:00:00,33.0,66.5,35.0,3.4,2.0,0.7,0.0,0.0,47.7,54.0,50.9,-6.3,0.88,0.25,0.0409,0.0225,0.55,3.21,0.027,1.29,1.93,120,60.0,0,2194.5,1.16,1.35,initial,rice,loam,0.0,0.05
2025-01-01 21:00:00,30.7,62.2,28.0,2.1,1.2,0.7,0.2,0.0,50.0,51.0,50.5,-1.0,0.98,0.58,0.0317,0.0174,0.55,3.23,0.027,1.29,1.94,120,60.0,0,1909.5,0.86,1.35,initial,rice,loam,0.0,0.07
2025-01-01 22:00:00,32.0,54.0,5.0,2.7,0.6,0.0,0.8,0.0,48.7,54.5,51.6,-5.8,0.89,-0.5,0.0319,0.0175,0.55,3.25,0.027,1.3,1.95,120,60.0,0,1728.0,0.16,1.39,initial,rice,loam,0.0,0.07
2025-01-01 23:00:00,28.6,64.1,44.0,4.6,1.1,0.8,0.6,0.0,49.1,52.4,50.8,-3.3,0.94,0.31,0.0074,0.0041,0.55,3.25,0.027,1.3,1.95,120,60.0,0,1833.3,1.26,1.37,initial,rice,loam,0.0,0.09
2025-01-02 00:00:00,23.3,64.8,45.0,1.8,10.0,4.7,11.7,8.8,47.8,50.4,49.1,-2.6,0.95,0.9,0.0203,0.0112,0.55,3.26,0.027,1.31,1.96,120,60.0,0,1509.8,1.05,1.33,initial,rice,loam,0.0,0.09
2025-01-02 01:00:00,23.1,78.4,1.0,3.9,11.6,18.8,12.0,8.6,43.3,50.8,47.1,-7.5,0.85,0.87,0.0405,0.0223,0.55,3.29,0.027,1.31,1.97,120,60.0,0,1811.0,0.02,1.28,initial,rice,loam,0.0,0.11
2025-01-02 02:00:00,27.3,64.0,11.0,4.3,14.2,8.2,11.9,2.3,50.0,52.8,51.4,-2.9,0.95,0.86,0.0012,0.0007,0.55,3.29,0.027,1.31,1.97,120,60.0,0,1747.2,0.3,1.41,initial,rice,loam,0.0,0.12
2025-01-02 03:00:00,24.6,70.1,49.0,3.1,23.8,5.0,14.6,1.8,46.7,51.1,48.9,-4.4,0.91,0.24,0.0481,0.0265,0.55,3.31,0.027,1.33,1.99,120,60.0,0,1724.5,1.21,1.34,initial,rice,loam,0.0,0.12
2025-01-02 04:00:00,28.1,66.2,30.0,3.0,12.7,12.8,3.8,7.1,52.4,50.1,51.2,2.3,1.05,-0.16,0.0001,0.0001,0.55,3.31,0.028,1.33,1.99,120,60.0,0,1860.2,0.84,1.41,initial,rice,loam,0.0,0.14
2025-01-02 05:00:00,27.4,79.8,33.0,2.3,11.3,17.4,10.8,3.0,49.9,49.5,49.7,0.4,1.01,0.28,0.0155,0.0085,0.55,3.32,0.028,1.33,1.99,120,60.0,0,2186.5,0.9,1.37,initial,rice,loam,0.0,0.14
2025-01-02 06:00:00,31.2,81.8,700.0,4.6,17.3,8.1,8.2,0.0,48.3,53.2,50.8,-4.9,0.91,-0.64,0.2474,0.1361,0.55,3.46,0.028,1.38,2.07,120,60.0,0,2552.2,21.84,1.41,initial,rice,loam,0.0,0.27
2025-01-02 07:00:00,30.4,75.4,4290.0,2.9,23.0,16.5,2.5,0.8,48.6,49.3,48.9,-0.7,0.99,0.79,0.2364,0.13,0.55,3.59,0.029,1.44,2.15,120,60.0,0,2292.2,130.42,1.41,initial,rice,loam,0.0,0.39
2025-01-02 08:00:00,31.6,74.6,26702.0,2.0,14.5,17.4,1.1,4.1,50.5,54.0,52.3,-3.5,0.94,-0.37,0.4226,0.2324,0.55,3.82,0.03,1.53,2.29,120,60.0,0,2357.4,843.78,1.56,initial,rice,loam,0.0,0.54
2025-01-02 09:00:00,32.6,75.3,12529.0,4.1,7.1,10.2,2.6,9.6,48.8,47.6,48.2,1.2,1.03,0.24,0.3545,0.195,0.55,1.4,0.032,0.56,0.84,120,60.0,0,2454.8,408.45,1.53,initial,rice,loam,0.0,0.0
2025-01-02 10:00:00,34.7,64.7,17669.0,3.5,19.4,11.6,12.5,5.5,49.5,49.4,49.4,0.1,1.0,-0.02,0.4334,0.2384,0.55,1.63,0.012,0.65,0.98,120,60.0,0,2245.1,613.11,0.57,initial,rice,loam,0.0,0.24
2025-01-02 11:00:00,34.4,66.1,20229.0,3.5,10.5,4.3,4.3,2.7,52.9,50.5,51.7,2.4,1.05,-0.73,0.4411,0.2426,0.55,0.8,0.014,0.32,0.48,120,60.0,0,2273.8,695.88,0.7,initial,rice,loam,0.0,0.51
2025-01-02 12:00:00,32.6,70.4,24706.0,2.7,23.1,12.9,10.4,8.6,49.5,51.9,50.7,-2.4,0.95,-0.5,0.445,0.2448,0.55,1.04,0.007,0.42,0.62,120,60.0,0,2295.0,805.42,0.34,initial,rice,loam,0.0,0.0
2025-01-02 13:00:00,35.6,69.5,66516.0,4.0,15.9,13.3,3.3,2.2,50.0,50.7,50.4,-0.8,0.98,0.17,0.5,0.275,0.55,0.0,0.009,0.0,0.0,120,60.0,0,2474.2,2367.97,0.44,initial,rice,loam,0.0,0.0
2025-01-02 14:00:00,35.2,69.9,17160.0,3.3,5.5,13.9,2.0,4.6,50.6,53.7,52.2,-3.1,0.94,0.03,0.4551,0.2503,0.55,0.0,0.0,0.0,0.0,120,60.0,0,2460.5,604.03,0.0,initial,rice,loam,0.0,0.23
2025-01-02 15:00:00,32.7,68.7,39668.0,1.3,5.4,12.2,15.0,3.5,45.8,52.1,48.9,-6.4,0.88,-1.22,0.4842,0.2663,0.55,0.27,0.0,0.11,0.16,120,60.0,0,2246.5,1297.14,0.0,initial,rice,loam,0.0,0.46
2025-01-02 16:00:00,34.4,65.8,8855.0,3.3,9.4,14.9,11.5,1.7,49.9,50.9,50.4,-1.0,0.98,0.55,0.4325,0.2379,0.55,0.5,0.002,0.2,0.3,120,60.0,0,2263.5,304.61,0.11,initial,rice,loam,0.0,0.71
2025-01-02 17:00:00,30.6,72.8,4236.0,3.7,24.2,9.7,10.7,0.8,45.9,53.5,49.7,-7.5,0.86,-0.55,0.2722,0.1497,0.55,0.0,0.004,0.0,0.0,120,60.0,0,2227.7,129.62,0.21,initial,rice,loam,0.0,0.0
2025-01-02 18:00:00,35.0,64.1,17.0,2.7,12.4,11.6,5.1,8.5,55,55,55.0,0,1.0,-0.62,0.0411,0.0226,0.55,0.02,0.0,0.01,0.01,120,60.0,0,2243.5,0.6,0.0,initial,rice,loam,0.0,0.01
2025-01-02 19:00:00,30.7,61.0,48.0,2.1,21.2,12.1,7.3,4.4,51.9,51.5,51.7,0.4,1.01,0.97,0.0366,0.0201,0.55,0.04,0.0,0.02,0.03,120,60.0,0,1872.7,1.47,0.01,initial,rice,loam,0.0,0.03
2025-01-02 20:00:00,33.8,71.3,12.0,2.9,17.2,9.4,0.4,8.5,51.3,55,53.1,-3.7,0.93,-0.55,0.0091,0.005,0.55,0.05,0.0,0.02,0.03,120,60.0,0,2409.9,0.41,0.02,initial,rice,loam,0.0,0.04
2025-01-02 21:00:00,33.0,66.5,47.0,1.3,19.4,11.3,11.4,6.9,50.4,48.4,49.4,2.0,1.04,0.05,0.0323,0.0178,0.55,0.07,0.0,0.03,0.04,120,60.0,0,2194.5,1.55,0.02,initial,rice,loam,0.0,0.07
2025-01-02 22:00:00,30.3,76.3,15.0,3.3,14.5,12.0,6.4,7.5,49.3,50.5,49.9,-1.2,0.98,-0.0,0.0165,0.0091,0.55,0.07,0.001,0.03,0.04,120,60.0,0,2311.9,0.45,0.03,initial,rice,loam,0.0,0.09
2025-01-02 23:00:00,29.5,73.9,38.0,1.7,9.3,11.2,10.9,9.8,52.5,51.8,52.2,0.7,1.01,0.23,0.0262,0.0144,0.55,0.09,0.001,0.04,0.05,120,60.0,0,2180.1,1.12,0.03,initial,rice,loam,0.0,0.1
2025-01-03 00:00:00,22.8,77.9,1.0,3.1,10.5,19.6,8.3,7.0,52.3,50.3,51.3,2.1,1.04,0.46,0.0063,0.0035,0.55,0.09,0.001,0.04,0.06,120,60.0,0,1776.1,0.02,0.04,initial,rice,loam,0.0,0.13
2025-01-03 01:00:00,23.2,71.5,3.0,4.8,14.6,17.0,6.0,0.7,50.7,53.0,51.9,-2.4,0.96,0.09,0.0315,0.0173,0.55,0.11,0.001,0.04,0.07,120,60.0,0,1658.8,0.07,0.04,initial,rice,loam,0.0,0.14
2025-01-03 02:00:00,24.5,88.5,6.0,4.1,17.1,16.4,3.4,5.2,44.4,53.4,48.9,-9.0,0.83,0.43,0.0225,0.0124,0.55,0.12,0.001,0.05,0.07,120,60.0,0,2168.2,0.15,0.04,initial,rice,loam,0.0,0.14
2025-01-03 03:00:00,27.1,65.0,47.0,1.8,9.2,14.2,2.4,1.7,46.8,54.2,50.5,-7.3,0.86,0.01,0.0038,0.0021,0.55,0.12,0.001,0.05,0.07,120,60.0,0,1761.5,1.27,0.05,initial,rice,loam,0.0,0.15
2025-01-03 04:00:00,28.1,74.0,35.0,3.8,14.1,14.7,13.9,7.9,46.3,48.0,47.1,-1.8,0.96,-0.56,0.0313,0.0172,0.55,0.14,0.001,0.06,0.08,120,60.0,0,2079.4,0.98,0.05,initial,rice,loam,0.0,0.16
2025-01-03 05:00:00,30.1,86.8,4.0,1.7,11.2,15.7,8.5,2.9,46.9,50.8,48.9,-3.9,0.92,-0.72,0.0062,0.0034,0.55,0.14,0.001,0.06,0.09,120,60.0,0,2612.7,0.12,0.06,initial,rice,loam,0.0,0.18
2025-01-03 06:00:00,29.0,79.8,125.0,2.7,11.4,7.3,1.4,9.6,52.0,49.7,50.8,2.3,1.05,1.88,0.2252,0.1239,0.55,0.27,0.001,0.11,0.16,120,60.0,0,2314.2,3.62,0.06,initial,rice,loam,0.0,0.33
2025-01-03 07:00:00,29.9,78.9,4309.0,4.0,14.4,14.1,13.7,1.8,47.7,51.1,49.4,-3.3,0.94,0.01,0.2251,0.1238,0.55,0.39,0.002,0.16,0.24,120,60.0,0,2359.1,128.84,0.11,initial,rice,loam,0.0,0.48
2025-01-03 08:00:00,31.2,84.5,8614.0,3.8,10.8,19.1,12.2,5.5,48.8,53.5,51.2,-4.7,0.91,0.5,0.2771,0.1524,0.55,0.54,0.003,0.22,0.33,120,60.0,0,2636.4,268.76,0.17,initial,rice,loam,0.0,0.65
2025-01-03 09:00:00,32.4,74.4,12445.0,3.2,13.3,6.2,5.4,7.6,46.2,53.8,50.0,-7.5,0.86,-0.24,0.3257,0.1791,0.55,0.0,0.005,0.0,0.0,120,60.0,0,2410.6,403.22,0.23,initial,rice,loam,0.0,0.0
2025-01-03 10:00:00,35.5,73.9,16380.0,1.6,16.0,12.4,1.4,9.9,48.5,52.2,50.4,-3.7,0.93,0.29,0.4301,0.2366,0.55,0.24,0.0,0.09,0.14,120,60.0,0,2623.5,581.49,0.0,initial,rice,loam,0.0,0.22
2025-01-03 11:00:00,32.3,63.2,66644.0,4.3,24.6,7.1,8.3,3.8,48.2,53.0,50.6,-4.8,0.91,-0.3,0.5,0.275,0.55,0.51,0.002,0.2,0.31,120,60.0,0,2041.4,2152.6,0.1,initial,rice,loam,0.0,0.42
2025-01-03 12:00:00,31.4,73.8,79074.0,2.1,11.0,13.0,15.0,4.9,47.7,54.0,50.8,-6.3,0.88,-0.53,0.5,0.275,0.55,0.0,0.004,0.0,0.0,120,60.0,0,2317.3,2482.92,0.22,initial,rice,loam,0.0,0.0
2025-01-03 13:00:00,33.6,69.0,21550.0,3.3,9.7,16.2,0.7,7.4,44.7,54.4,49.6,-9.7,0.82,-1.27,0.4265,0.2346,0.55,0.0,0.0,0.0,0.0,120,60.0,0,2318.4,724.08,0.0,initial,rice,loam,0.0,0.24
2025-01-03 14:00:00,35.4,66.0,15815.0,4.5,13.8,11.9,6.9,7.2,49.0,51.0,50.0,-2.0,0.96,-1.29,0.4226,0.2324,0.55,0.23,0.0,0.09,0.14,120,60.0,0,2336.4,559.85,0.0,initial,rice,loam,0.0,0.49
2025-01-03 15:00:00,34.5,62.8,11822.0,4.4,22.0,17.6,5.7,3.2,45.0,52.7,48.8,-7.7,0.85,0.04,0.4136,0.2275,0.55,0.46,0.002,0.18,0.28,120,60.0,0,2166.6,407.86,0.09,initial,rice,loam,0.0,0.72
2025-01-03 16:00:00,37.3,54.9,8322.0,1.4,17.7,17.8,6.7,6.9,55.0,52.9,53.9,2.1,1.04,-0.13,0.4458,0.2452,0.55,0.71,0.004,0.28,0.42,120,60.0,0,2047.8,310.41,0.21,initial,rice,loam,0.0,0.95
2025-01-03 17:00:00,34.5,59.1,4041.0,4.2,8.4,4.3,13.1,6.2,55,51.8,53.4,3.2,1.06,0.38,0.3958,0.2177,0.55,0.0,0.006,0.0,0.0,120,60.0,0,2039.0,139.41,0.31,initial,rice,loam,0.0,1.16
2025-01-03 18:00:00,33.8,55.8,34.0,1.6,13.8,8.9,8.8,6.4,50.0,55,52.5,-5.0,0.91,0.15,0.0212,0.0117,0.55,0.01,0.0,0.0,0.01,120,60.0,0,1886.0,1.15,0.0,initial,rice,loam,0.0,1.18
2025-01-03 19:00:00,33.4,66.8,29.0,5.0,10.9,19.6,9.9,2.7,53.9,50.7,52.3,3.2,1.06,-0.76,0.0283,0.0156,0.55,0.03,0.0,0.01,0.02,120,60.0,0,2231.1,0.97,0.01,initial,rice,loam,0.0,1.2
2025-01-03 20:00:00,30.5,65.0,45.0,2.1,21.0,13.3,5.3,6.4,47.9,49.1,48.5,-1.2,0.97,-0.52,0.031,0.0171,0.55,0.04,0.0,0.02,0.03,120,60.0,0,1982.5,1.37,0.01,initial,rice,loam,0.0,1.22
2025-01-03 21:00:00,28.9,75.8,15.0,2.8,16.6,15.5,1.4,3.0,47.5,52.5,50.0,-4.9,0.91,0.24,0.0374,0.0206,0.55,0.07,0.0,0.03,0.04,120,60.0,0,2190.6,0.43,0.02,initial,rice,loam,0.0,1.23
2025-01-03 22:00:00,31.3,66.9,46.0,4.3,10.1,17.0,7.2,8.1,49.2,52.8,51.0,-3.6,0.93,0.27,0.0373,0.0205,0.55,0.09,0.001,0.03,0.05,120,60.0,0,2094.0,1.44,0.03,initial,rice,loam,0.0,1.24
2025-01-03 23:00:00,28.7,75.2,49.0,4.9,21.1,9.2,11.9,0.1,46.3,49.1,47.7,-2.8,0.94,0.21,0.0268,0.0147,0.55,0.1,0.001,0.04,0.06,120,60.0,0,2158.2,1.41,0.03,initial,rice,loam,0.0,1.24
2025-01-04 00:00:00,21.0,71.5,47.0,1.4,9.7,3.4,13.3,5.6,50.2,52.7,51.4,-2.5,0.95,0.49,0.0458,0.0252,0.55,0.13,0.001,0.05,0.08,120,60.0,0,1501.5,0.99,0.04,initial,rice,loam,0.0,1.25
2025-01-04 01:00:00,22.1,73.0,47.0,2.2,14.9,4.7,13.3,1.4,50.9,50.4,50.6,0.5,1.01,-0.72,0.0227,0.0125,0.55,0.14,0.001,0.06,0.08,120,60.0,0,1613.3,1.04,0.05,initial,rice,loam,0.0,1.27
2025-01-04 02:00:00,24.2,77.6,8.0,2.7,7.0,11.3,6.1,9.5,47.7,53.5,50.6,-5.8,0.89,0.94,0.0016,0.0009,0.55,0.14,0.001,0.06,0.08,120,60.0,0,1877.9,0.19,0.06,initial,rice,loam,0.0,1.28
2025-01-04 03:00:00,26.5,69.3,49.0,2.4,13.0,6.2,1.8,8.5,46.5,50.5,48.5,-4.0,0.92,-0.61,0.0227,0.0125,0.55,0.15,0.001,0.06,0.09,120,60.0,0,1836.4,1.3,0.06,initial,rice,loam,0.0,1.28
2025-01-04 04:00:00,30.6,69.7,12.0,1.5,16.3,4.2,11.5,2.1,51.8,50.7,51.2,1.1,1.02,0.64,0.0108,0.0059,0.55,0.16,0.001,0.06,0.09,120,60.0,0,2132.8,0.37,0.06,initial,rice,loam,0.0,1.29
2025-01-04 05:00:00,31.6,79.5,6.0,2.0,8.5,14.2,0.4,0.1,48.7,52.1,50.4,-3.4,0.93,0.44,0.0395,0.0217,0.55,0.18,0.001,0.07,0.11,120,60.0,0,2512.2,0.19,0.07,initial,rice,loam,0.0,1.32
2025-01-04 06:00:00,32.4,79.7,-816.0,2.9,20.6,11.7,1.6,5.0,50.8,51.8,51.3,-1.0,0.98,0.21,0.2764,0.152,0.55,0.33,0.001,0.13,0.2,120,60.0,0,2582.3,-26.44,0.08,initial,rice,loam,0.0,1.45
2025-01-04 07:00:00,29.0,67.4,4503.0,1.2,14.6,9.8,10.3,4.9,49.3,54.3,51.8,-5.0,0.91,0.33,0.2776,0.1527,0.55,0.48,0.003,0.19,0.29,120,60.0,0,1954.6,130.59,0.14,initial,rice,loam,0.0,1.62
2025-01-04 08:00:00,31.9,84.5,7910.0,5.0,15.6,10.7,9.1,1.0,52.5,49.6,51.0,2.9,1.06,0.09,0.3006,0.1653,0.55,0.65,0.004,0.26,0.39,120,60.0,0,2695.5,252.33,0.21,initial,rice,loam,0.0,1.86
2025-01-04 09:00:00,30.8,64.9,12608.0,2.4,14.1,10.1,1.4,4.3,47.3,55,51.2,-7.7,0.86,0.39,0.3345,0.184,0.55,0.0,0.005,0.0,0.0,120,60.0,0,1998.9,388.33,0.28,initial,rice,loam,0.0,2.14
2025-01-04 10:00:00,34.8,69.8,16908.0,3.3,16.2,8.6,1.8,3.5,50.0,48.0,49.0,2.0,1.04,-0.24,0.4055,0.223,0.55,0.22,0.0,0.09,0.13,120,60.0,0,2429.0,588.4,0.0,initial,rice,loam,0.0,2.41
2025-01-04 11:00:00,30.5,64.7,21361.0,1.9,18.1,6.8,1.6,8.5,53.7,53.3,53.5,0.4,1.01,-0.9,0.3531,0.1942,0.55,0.42,0.002,0.17,0.25,120,60.0,0,1973.4,651.51,0.1,initial,rice,loam,0.0,2.69
2025-01-04 12:00:00,34.5,59.1,79928.0,4.7,21.6,7.5,2.7,7.0,55,52.1,53.5,2.9,1.06,-0.46,0.5,0.275,0.55,0.0,0.003,0.0,0.0,120,60.0,0,2039.0,2757.52,0.19,initial,rice,loam,0.0,2.96
2025-01-04 13:00:00,33.5,65.4,20741.0,4.0,9.3,10.1,5.1,3.7,44.9,52.6,48.7,-7.7,0.85,0.08,0.4337,0.2385,0.55,0.24,0.0,0.1,0.14,120,60.0,0,2190.9,694.82,0.0,initial,rice,loam,0.0,3.24
2025-01-04 14:00:00,32.7,61.8,16565.0,2.9,13.8,7.6,11.3,1.1,49.0,54.9,51.9,-5.9,0.89,-0.74,0.457,0.2514,0.55,0.49,0.002,0.2,0.29,120,60.0,0,2020.9,541.68,0.1,initial,rice,loam,0.0,3.51
2025-01-04 15:00:00,34.0,60.4,12914.0,1.0,11.0,6.6,2.1,2.6,50.2,52.8,51.5,-2.6,0.95,0.44,0.422,0.2321,0.55,0.72,0.004,0.29,0.43,120,60.0,0,2053.6,439.08,0.21,initial,rice,loam,0.0,3.79
2025-01-04 16:00:00,31.4,67.9,26734.0,4.4,5.8,3.3,13.8,8.6,45.6,50.4,48.0,-4.9,0.9,-0.22,0.415,0.2283,0.55,0.95,0.006,0.38,0.57,120,60.0,0,2132.1,839.45,0.29,initial,rice,loam,0.0,4.02
2025-01-04 17:00:00,33.6,62.1,4968.0,3.5,21.6,18.6,1.3,8.4,53.7,50.4,52.1,3.3,1.07,0.26,0.3743,0.2059,0.55,1.16,0.008,0.46,0.69,120,60.0,0,2086.6,166.92,0.41,initial,rice,loam,0.0,4.24
2025-01-04 18:00:00,32.5,69.6,26.0,1.5,15.2,18.4,5.2,7.3,50.5,50.4,50.5,0.2,1.0,0.2,0.0409,0.0225,0.55,1.18,0.01,0.47,0.71,120,60.0,0,2262.0,0.84,0.49,initial,rice,loam,0.0,4.24
2025-01-04 19:00:00,32.9,67.1,9.0,4.1,14.9,15.8,11.4,4.5,45.3,49.1,47.2,-3.8,0.92,-0.28,0.0462,0.0254,0.55,1.2,0.01,0.48,0.72,120,60.0,0,2207.6,0.3,0.46,initial,rice,loam,0.0,4.26
2025-01-04 20:00:00,32.7,61.5,8.0,1.3,13.8,8.1,4.1,0.6,48.4,53.7,51.1,-5.3,0.9,0.88,0.0254,0.014,0.55,1.22,0.01,0.49,0.73,120,60.0,0,2011.1,0.26,0.51,initial,rice,loam,0.0,4.28
2025-01-04 21:00:00,31.5,74.3,31.0,3.0,14.3,12.4,11.9,9.0,45.2,52.8,49.0,-7.6,0.86,-0.68,0.0225,0.0124,0.55,1.23,0.01,0.49,0.74,120,60.0,0,2340.4,0.98,0.5,initial,rice,loam,0.0,4.29
2025-01-04 22:00:00,29.1,70.2,3.0,1.4,23.0,8.8,10.7,5.0,49.7,53.8,51.8,-4.2,0.92,-0.56,0.0086,0.0047,0.55,1.24,0.01,0.49,0.74,120,60.0,0,2042.8,0.09,0.53,initial,rice,loam,0.0,4.3
2025-01-04 23:00:00,29.2,66.8,20.0,2.4,17.0,16.4,9.7,0.7,51.4,51.0,51.2,0.4,1.01,-0.37,0.0047,0.0026,0.55,1.24,0.01,0.5,0.74,120,60.0,0,1950.6,0.58,0.53,initial,rice,loam,0.0,4.32
2025-01-05 00:00:00,22.8,59.5,45.0,4.5,0.7,0.6,0.1,0.0,54.2,51.1,52.6,3.1,1.06,-0.52,0.0175,0.0096,0.55,1.25,0.01,0.5,0.75,120,60.0,0,1356.6,1.03,0.54,initial,rice,loam,0.0,4.34
